time,side,price,qty
07:41.9,BUY,82625.6,0.00003
07:41.9,BUY,82625.6,0.00007
07:41.9,BUY,82625.6,0.00027
07:41.9,BUY,82625.92,0.00007
07:42.0,BUY,82626.98,0.00503
07:42.0,BUY,82626.98,0.00007
07:42.0,BUY,82626.98,0.00007
07:42.0,BUY,82626.98,0.00007
07:42.0,BUY,82626.98,0.00054
07:42.0,BUY,82626.98,0.0001
07:42.0,BUY,82626.98,0.0001
07:42.0,BUY,82626.98,0.0001
07:42.0,BUY,82626.98,0.00007
07:42.0,BUY,82626.98,0.00007
07:42.0,BUY,82626.98,0.00007
07:42.0,BUY,82626.98,0.00007
07:42.0,BUY,82626.98,0.00007
07:42.0,BUY,82626.99,0.00013
07:42.0,BUY,82626.99,0.00007
07:42.0,BUY,82626.99,0.00007
07:42.0,BUY,82627.19,0.00008
07:42.0,BUY,82627.19,0.00008
07:42.0,BUY,82627.19,0.00008
07:42.0,BUY,82627.19,0.00007
07:42.0,BUY,82627.19,0.00007
07:42.0,BUY,82627.2,0.00007
07:42.0,BUY,82627.2,0.00007
07:42.0,BUY,82627.21,0.00007
07:42.0,BUY,82627.21,0.00007
07:42.0,BUY,82627.58,0.00007
07:42.0,BUY,82627.58,0.00007
07:42.0,BUY,82628.02,0.00013
07:42.0,BUY,82628.02,0.00007
07:42.0,BUY,82628.6,0.00232
07:42.0,BUY,82628.6,0.00007
07:42.0,BUY,82628.67,0.00007
07:42.0,BUY,82628.67,0.00007
07:42.0,BUY,82628.67,0.00009
07:42.0,BUY,82628.67,0.00007
07:42.0,BUY,82628.68,0.01166
07:42.0,BUY,82628.68,0.01108
07:42.0,BUY,82628.68,0.00007
07:42.0,BUY,82628.68,0.00007
07:42.0,BUY,82630,0.00012
07:42.0,BUY,82630.69,0.00007
07:42.0,BUY,82630.69,0.00007
07:42.0,BUY,82630.69,0.00007
07:42.0,BUY,82630.7,0.00636
07:42.4,BUY,82630.7,0.0002
07:42.7,BUY,82630.7,0.02791
07:43.6,BUY,82630.7,0.0002
07:43.7,SELL,82630.69,0.00591
07:43.8,BUY,82630.7,0.00278
07:43.8,BUY,82630.7,0.00025
07:43.8,BUY,82630.7,0.00264
07:43.8,BUY,82630.7,0.00025
07:43.8,BUY,82630.7,0.00007
07:43.8,BUY,82630.7,0.00007
07:43.8,BUY,82630.7,0.00007
07:43.8,BUY,82630.7,0.00004
07:43.8,BUY,82630.7,0.00003
07:43.8,BUY,82630.7,0.00007
07:43.8,BUY,82630.7,0.0001
07:43.8,BUY,82630.7,0.0001
07:43.8,BUY,82630.7,0.00007
07:43.8,BUY,82630.7,0.0001
07:43.8,BUY,82630.7,0.00101
07:43.8,BUY,82630.7,0.00007
07:43.8,BUY,82630.7,0.00014
07:43.8,BUY,82630.7,0.00191
07:43.9,BUY,82630.7,0.00109
07:43.9,BUY,82630.7,0.00007
07:43.9,BUY,82630.7,0.00007
07:43.9,BUY,82630.7,0.00007
07:43.9,BUY,82630.7,0.00007
07:43.9,BUY,82630.7,0.0001
07:43.9,BUY,82630.7,0.0001
07:43.9,BUY,82630.7,0.0001
07:43.9,BUY,82630.7,0.00007
07:43.9,BUY,82630.7,0.00007
07:43.9,BUY,82630.7,0.00007
07:43.9,BUY,82630.7,0.00013
07:43.9,BUY,82630.71,0.00019
07:43.9,BUY,82630.71,0.00007
07:43.9,BUY,82630.71,0.00007
07:43.9,BUY,82630.71,0.00014
07:43.9,BUY,82630.71,0.00013
07:43.9,BUY,82630.71,0.00013
07:43.9,BUY,82630.71,0.0001
07:43.9,BUY,82630.71,0.00007
07:43.9,BUY,82630.71,0.0001
07:43.9,BUY,82630.71,0.00007
07:43.9,BUY,82630.71,0.00007
07:43.9,BUY,82630.71,0.00007
07:43.9,BUY,82630.71,0.00007
07:43.9,BUY,82630.71,0.0001
07:43.9,BUY,82630.71,0.00007
07:43.9,BUY,82630.71,0.00007
07:43.9,BUY,82630.71,0.00007
07:43.9,BUY,82630.72,0.00018
07:43.9,BUY,82630.72,0.00018
07:43.9,BUY,82630.72,0.00018
07:43.9,BUY,82630.72,0.00007
07:43.9,BUY,82630.72,0.00007
07:43.9,BUY,82630.73,0.00006
07:43.9,BUY,82630.73,0.00001
07:43.9,BUY,82630.73,0.00007
07:43.9,BUY,82633.2,0.00007
07:43.9,BUY,82633.2,0.00007
07:43.9,BUY,82633.27,0.00007
07:43.9,BUY,82633.27,0.00007
07:43.9,BUY,82633.27,0.00007
07:43.9,BUY,82633.27,0.0001
07:43.9,BUY,82633.27,0.00007
07:43.9,BUY,82633.27,0.00007
07:43.9,BUY,82633.28,0.00006
07:43.9,SELL,82633.27,0.00006
07:44.1,BUY,82633.28,0.00007
07:44.1,BUY,82633.28,0.00007
07:44.1,BUY,82633.28,0.00006
07:44.2,BUY,82633.28,0.00001
07:44.2,BUY,82633.28,0.00007
07:44.2,BUY,82633.28,0.00007
07:44.2,BUY,82633.28,0.00007
07:44.2,BUY,82633.28,0.00007
07:44.2,BUY,82633.28,0.00351
07:44.2,BUY,82633.28,0.00097
07:44.2,BUY,82633.28,0.0715
07:44.2,BUY,82633.28,0.00576
07:44.2,BUY,82633.28,0.0083
07:44.2,BUY,82633.28,0.2147
07:44.2,BUY,82633.28,0.00014
07:44.2,BUY,82633.28,0.02394
07:44.2,BUY,82633.28,0.0446
07:44.2,BUY,82633.28,0.0001
07:44.2,BUY,82633.28,0.0001
07:44.2,BUY,82633.28,0.0001
07:44.2,BUY,82633.28,0.00007
07:44.2,BUY,82633.28,0.0005
07:44.2,BUY,82633.28,0.00007
07:44.2,BUY,82633.28,0.00007
07:44.2,BUY,82633.28,0.00007
07:44.2,BUY,82633.28,0.00007
07:44.2,BUY,82633.29,0.00013
07:44.2,BUY,82633.29,0.00014
07:44.2,BUY,82633.29,0.00007
07:44.2,BUY,82633.29,0.00007
07:44.2,BUY,82633.29,0.00013
07:44.2,BUY,82633.29,0.00013
07:44.2,BUY,82633.38,0.00007
07:44.2,BUY,82633.38,0.00007
07:44.2,BUY,82633.55,0.00007
07:44.2,BUY,82633.55,0.00007
07:44.2,BUY,82634.01,0.00016
07:44.2,BUY,82634.01,0.00016
07:44.2,BUY,82634.01,0.00016
07:44.2,BUY,82634.01,0.00007
07:44.2,BUY,82634.01,0.00007
07:44.2,BUY,82634.01,0.00007
07:44.2,BUY,82634.01,0.00007
07:44.2,BUY,82634.01,0.00007
07:44.2,BUY,82634.02,0.00232
07:44.2,BUY,82634.02,0.00007
07:44.2,BUY,82634.02,0.15753
07:44.2,BUY,82634.02,0.00007
07:44.2,BUY,82634.02,0.00007
07:44.2,BUY,82634.2,0.00007
07:44.2,BUY,82634.45,0.00007
07:44.2,BUY,82635.3,0.0002
07:44.2,BUY,82635.3,0.00366
07:44.2,BUY,82635.44,0.00009
07:44.2,BUY,82635.45,0.02014
07:44.7,BUY,82635.45,0.00007
07:44.7,BUY,82635.45,0.00007
07:44.7,BUY,82635.45,0.00007
07:44.7,BUY,82635.45,0.00007
07:44.7,BUY,82635.45,0.00007
07:45.1,BUY,82635.45,0.00007
07:45.1,BUY,82635.45,0.00007
07:45.1,BUY,82635.45,0.00006
07:45.2,SELL,82635.44,0.00012
07:45.3,BUY,82635.45,0.00007
07:45.3,BUY,82635.45,0.00007
07:45.3,BUY,82635.45,0.00007
07:45.3,BUY,82635.45,0.00007
07:45.3,BUY,82635.45,0.00013
07:45.3,BUY,82635.45,0.0001
07:45.3,BUY,82635.45,0.00007
07:45.3,BUY,82635.45,0.00007
07:45.3,BUY,82635.45,0.00007
07:45.3,BUY,82635.45,0.00007
07:45.3,BUY,82635.45,0.00007
07:45.3,BUY,82635.45,0.0133
07:45.3,BUY,82635.45,0.00225
07:45.3,BUY,82635.45,0.00265
07:45.3,BUY,82635.45,0.00007
07:45.3,BUY,82635.45,0.00007
07:45.3,BUY,82635.46,0.00011
07:45.3,BUY,82635.46,0.00007
07:45.3,BUY,82635.46,0.00007
07:45.3,BUY,82635.46,0.00014
07:45.3,BUY,82635.46,0.00013
07:45.3,BUY,82635.46,0.00014
07:45.3,BUY,82635.64,0.00009
07:45.3,BUY,82635.64,0.00009
07:45.3,BUY,82635.64,0.00009
07:45.3,BUY,82635.64,0.00007
07:45.3,BUY,82635.64,0.00007
07:45.3,BUY,82635.65,0.00056
07:45.3,BUY,82635.65,0.00007
07:45.3,BUY,82635.65,0.00007
07:45.3,BUY,82635.72,0.00007
07:45.3,BUY,82635.72,0.00007
07:45.3,BUY,82635.72,0.00007
07:45.3,BUY,82635.72,0.00007
07:45.3,BUY,82635.72,0.00007
07:45.3,BUY,82635.73,0.00688
07:45.3,BUY,82635.73,0.00007
07:45.3,BUY,82635.84,0.00189
07:45.3,BUY,82635.84,0.00007
07:45.3,BUY,82635.86,0.00007
07:45.3,BUY,82636,0.0001
07:45.3,BUY,82636.13,0.00007
07:45.3,BUY,82636.13,0.00007
07:45.3,BUY,82636.13,0.00007
07:45.3,BUY,82636.14,0.00505
07:45.3,BUY,82636.14,0.00007
07:45.3,BUY,82636.14,0.00007
07:45.3,BUY,82636.14,0.00007
07:45.3,BUY,82636.14,0.00007
07:45.4,BUY,82636.15,0.00007
07:45.4,BUY,82636.15,0.0001
07:45.4,BUY,82636.15,0.00007
07:45.4,BUY,82636.15,0.00007
07:45.4,BUY,82636.15,0.0001
07:45.4,BUY,82636.15,0.0001
07:45.4,BUY,82636.15,0.00007
07:45.4,BUY,82636.15,0.00007
07:45.4,BUY,82636.15,0.00007
07:45.4,BUY,82636.15,0.00007
07:45.4,BUY,82636.15,0.00007
07:45.4,BUY,82636.16,0.00014
07:45.4,BUY,82636.16,0.00007
07:45.4,BUY,82636.16,0.00007
07:45.4,BUY,82636.96,0.00022
07:45.4,BUY,82636.96,0.00007
07:45.4,BUY,82636.96,0.00007
07:45.4,BUY,82636.99,0.00007
07:45.4,BUY,82636.99,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.0001
07:45.6,BUY,82637,0.0001
07:45.6,BUY,82637,0.0001
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.0005
07:45.6,BUY,82637,0.0001
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.0001
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.0001
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.0001
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.0001
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00013
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.0001
07:45.6,BUY,82637,0.0001
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.0001
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.0001
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.0001
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.0001
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.0001
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.0001
07:45.6,BUY,82637,0.0001
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.0001
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.003
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00003
07:45.6,BUY,82637,0.0001
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.0001
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.00007
07:45.6,BUY,82637,0.0001
07:45.6,BUY,82637,0.0001
07:45.6,BUY,82637.01,0.00007
07:45.6,BUY,82637.01,0.00014
07:45.6,BUY,82637.01,0.00007
07:45.6,BUY,82637.01,0.00007
07:45.6,BUY,82637.01,0.00014
07:45.6,BUY,82637.01,0.00013
07:45.6,BUY,82637.01,0.00007
07:45.6,BUY,82637.01,0.00007
07:45.6,BUY,82637.17,0.00007
07:45.6,BUY,82637.17,0.00007
07:45.6,BUY,82637.17,0.00007
07:45.6,BUY,82637.17,0.00007
07:45.6,BUY,82637.17,0.00007
07:45.6,BUY,82637.18,0.00007
07:45.6,BUY,82637.18,0.00007
07:45.6,BUY,82637.52,0.00007
07:45.6,BUY,82637.52,0.00007
07:45.6,BUY,82637.7,0.00008
07:45.6,BUY,82637.7,0.00007
07:45.6,BUY,82639.08,0.00007
07:45.6,BUY,82639.09,0.00013
07:45.6,BUY,82639.09,0.00007
07:45.6,BUY,82639.44,0.00232
07:45.6,BUY,82639.99,0.00008
07:45.6,BUY,82640,0.00012
07:45.6,BUY,82640,0.00009
07:45.6,BUY,82640,0.00001
07:45.6,BUY,82640,0.00011
07:46.1,BUY,82640,0.0002
07:46.3,BUY,82640,0.01607
07:46.3,SELL,82639.99,0.00081
07:46.4,BUY,82640,0.00782
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.0001
07:46.4,BUY,82640,0.0001
07:46.4,BUY,82640,0.0001
07:46.4,BUY,82640,0.00201
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00012
07:46.4,BUY,82640,0.00013
07:46.4,BUY,82640,0.00176
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00005
07:46.4,BUY,82640,0.00005
07:46.4,BUY,82640,0.0001
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00005
07:46.4,BUY,82640,0.00002
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.0001
07:46.4,BUY,82640,0.0001
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.0001
07:46.4,BUY,82640,0.00013
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00006
07:46.4,BUY,82640,0.00001
07:46.4,BUY,82640,0.0001
07:46.4,BUY,82640,0.0001
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.0001
07:46.4,BUY,82640,0.00012
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.0001
07:46.4,BUY,82640,0.0001
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.0001
07:46.4,BUY,82640,0.0001
07:46.4,BUY,82640,0.00002
07:46.4,BUY,82640,0.00005
07:46.4,BUY,82640,0.0001
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00005
07:46.4,BUY,82640,0.00002
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.0001
07:46.4,BUY,82640,0.0001
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.0001
07:46.4,BUY,82640,0.0001
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.00007
07:46.4,BUY,82640,0.0001
07:47.0,SELL,82639.99,0.00605
07:47.1,BUY,82640,0.00007
07:47.1,BUY,82640,0.00007
07:47.1,BUY,82640,0.00006
07:47.4,SELL,82639.99,0.00008
07:47.4,SELL,82639.99,0.00007
07:47.4,SELL,82639.99,0.00007
07:47.4,SELL,82639.99,0.00007
07:47.4,SELL,82639.99,0.00505
07:47.4,SELL,82639.99,0.00013
07:47.4,SELL,82639.99,0.00007
07:47.4,SELL,82639.99,0.00079
07:47.4,SELL,82639.99,0.00007
07:47.4,SELL,82639.99,0.00007
07:47.4,SELL,82639.99,0.0005
07:47.4,SELL,82639.99,0.00937
07:47.4,SELL,82639.99,0.0001
07:47.4,SELL,82639.99,0.00007
07:47.4,SELL,82639.99,0.00007
07:47.4,SELL,82639.98,0.00014
07:47.4,SELL,82639.98,0.00014
07:47.4,SELL,82639.98,0.00014
07:47.4,SELL,82639.98,0.00007
07:47.4,SELL,82639.98,0.00007
07:47.4,SELL,82639.94,0.00024
07:47.4,SELL,82639.94,0.00007
07:47.4,SELL,82639.94,0.00007
07:47.4,SELL,82639.61,0.00007
07:47.4,SELL,82639.61,0.00007
07:47.4,SELL,82639.6,0.00007
07:47.4,SELL,82639.6,0.00007
07:47.4,SELL,82639.18,0.00007
07:47.4,SELL,82639.09,0.00007
07:47.4,SELL,82638.5,0.00007
07:47.4,SELL,82637.61,0.00008
07:47.5,SELL,82637.53,0.00008
07:47.5,SELL,82637.53,0.0001
07:47.5,SELL,82637.53,0.00007
07:47.5,SELL,82637.53,0.00007
07:47.5,SELL,82637.53,0.00007
07:47.5,SELL,82637.53,0.00007
07:47.5,SELL,82637.53,0.00007
07:47.5,SELL,82637.53,0.00007
07:47.5,SELL,82637.53,0.00007
07:47.5,SELL,82637.53,0.00101
07:47.5,SELL,82637.53,0.00091
07:47.5,SELL,82637.53,0.00007
07:47.5,SELL,82637.28,0.00007
07:47.5,SELL,82637.28,0.00007
07:47.5,SELL,82637.28,0.00007
07:47.5,SELL,82637.28,0.00007
07:47.5,SELL,82637.28,0.00007
07:47.5,SELL,82637.27,0.00155
07:47.5,SELL,82637.27,0.00603
07:47.5,SELL,82637.27,0.00007
07:47.5,SELL,82637.27,0.00007
07:47.5,SELL,82637.27,0.00007
07:47.5,SELL,82637.27,0.00007
07:47.5,SELL,82637.27,0.00007
07:47.5,SELL,82637.27,0.00007
07:47.5,SELL,82637.27,0.00007
07:47.5,SELL,82637.27,0.0001
07:47.5,SELL,82637.27,0.0001
07:47.5,SELL,82637.27,0.0001
07:47.5,SELL,82637.27,0.00013
07:47.5,SELL,82637.27,0.00007
07:47.5,SELL,82637.27,0.00007
07:47.5,SELL,82637.27,0.00007
07:47.5,SELL,82637.26,0.00013
07:47.5,SELL,82637.21,0.00007
07:47.5,SELL,82637.21,0.00007
07:47.5,SELL,82637.21,0.00007
07:47.5,SELL,82637.21,0.00007
07:47.5,SELL,82637.21,0.00007
07:47.5,SELL,82637.2,0.003
07:47.5,SELL,82637.2,0.00007
07:47.5,SELL,82637.2,0.00007
07:47.5,SELL,82637.17,0.00007
07:47.5,SELL,82637.17,0.00007
07:47.5,SELL,82636.86,0.00007
07:47.5,SELL,82636.86,0.00007
07:47.5,SELL,82636.86,0.0001
07:47.5,SELL,82636.86,0.0001
07:47.5,SELL,82636.86,0.00007
07:47.5,SELL,82636.86,0.00007
07:47.5,SELL,82636.86,0.00007
07:47.5,SELL,82636.86,0.00007
07:47.5,SELL,82636.86,0.00007
07:47.5,SELL,82636.86,0.00007
07:47.5,SELL,82636.85,0.00007
07:47.5,SELL,82636.85,0.00007
07:47.5,SELL,82636.7,0.00007
07:47.5,SELL,82636.7,0.00007
07:47.5,SELL,82636.4,0.00007
07:47.5,SELL,82636.4,0.00007
07:47.5,SELL,82636.4,0.00007
07:47.5,SELL,82636.4,0.00007
07:47.5,SELL,82636.4,0.00007
07:47.5,SELL,82636.4,0.00007
07:47.5,SELL,82636.4,0.0001
07:47.5,SELL,82636.4,0.0001
07:47.5,SELL,82636.4,0.00007
07:47.5,SELL,82636.4,0.00007
07:47.9,SELL,82635.87,0.00007
07:47.9,SELL,82635.87,0.00007
07:47.9,SELL,82635.87,0.00007
07:47.9,SELL,82635.87,0.00007
07:47.9,SELL,82635.87,0.00007
07:47.9,SELL,82635.87,0.00007
07:47.9,SELL,82635.87,0.0001
07:47.9,SELL,82635.87,0.00007
07:47.9,SELL,82635.87,0.00014
07:47.9,SELL,82635.87,0.00007
07:47.9,SELL,82635.87,0.00007
07:47.9,SELL,82635.87,0.00007
07:47.9,SELL,82635.86,0.00014
07:47.9,SELL,82635.86,0.00007
07:47.9,SELL,82635.86,0.00007
07:47.9,SELL,82635.86,0.00013
07:47.9,SELL,82635.86,0.00014
07:47.9,SELL,82635.38,0.00008
07:47.9,SELL,82635.38,0.00008
07:47.9,SELL,82635.38,0.00008
07:47.9,SELL,82635.38,0.00007
07:47.9,SELL,82635.38,0.00007
07:47.9,SELL,82635.37,0.00007
07:47.9,SELL,82635.37,0.00007
07:47.9,SELL,82635.36,0.00007
07:47.9,SELL,82635.36,0.00007
07:47.9,SELL,82635.05,0.00007
07:47.9,SELL,82635.04,0.00007
07:47.9,SELL,82635.04,0.00007
07:47.9,SELL,82634.54,0.00007
07:47.9,SELL,82634.17,0.00238
07:47.9,SELL,82632.56,0.00007
07:47.9,SELL,82632.51,0.00007
07:47.9,SELL,82632.51,0.00007
07:47.9,SELL,82632.51,0.00007
07:47.9,SELL,82632.5,0.0076
07:47.9,SELL,82632.14,0.00007
07:47.9,SELL,82632.14,0.00007
07:47.9,SELL,82632.14,0.00007
07:47.9,SELL,82632.14,0.00007
07:47.9,SELL,82632.13,0.02145
07:47.9,SELL,82632.13,0.00007
07:47.9,SELL,82632.13,0.00007
07:47.9,SELL,82630.89,0.00007
07:47.9,SELL,82630.89,0.00007
07:47.9,SELL,82630.89,0.00007
07:47.9,SELL,82630.88,0.01446
07:47.9,SELL,82630.88,0.00007
07:47.9,SELL,82630.88,0.00007
07:47.9,SELL,82630.7,0.00602
07:47.9,SELL,82630.7,0.00602
07:47.9,SELL,82630.7,0.00602
07:47.9,SELL,82630.7,0.00602
07:47.9,SELL,82630.7,0.00602
07:47.9,SELL,82630.7,0.00602
07:47.9,SELL,82630.7,0.00602
07:47.9,SELL,82630.7,0.00602
07:47.9,SELL,82630.7,0.00332
07:47.9,SELL,82630.54,0.00007
07:47.9,SELL,82630.54,0.00007
07:47.9,SELL,82630.54,0.00009
07:47.9,SELL,82630.54,0.00007
07:48.0,SELL,82630,0.00012
07:48.0,SELL,82630,0.00007
07:48.0,SELL,82630,0.00007
07:48.0,SELL,82630,0.00008
07:48.0,SELL,82630,0.00007
07:48.0,SELL,82630,0.0001
07:48.0,SELL,82630,0.0001
07:48.0,SELL,82630,0.0001
07:48.0,SELL,82630,0.00007
07:48.0,SELL,82630,0.00007
07:48.0,SELL,82630,0.00007
07:48.0,SELL,82630,0.00504
07:48.0,SELL,82630,0.00007
07:48.0,SELL,82630,0.00007
07:48.0,SELL,82629.99,0.00034
07:48.0,SELL,82629.99,0.00007
07:48.0,SELL,82629.99,0.00007
07:48.0,SELL,82629.99,0.00014
07:48.0,SELL,82629.67,0.00028
07:48.0,SELL,82629.67,0.00028
07:48.0,SELL,82629.67,0.00028
07:48.0,SELL,82629.67,0.00007
07:48.0,SELL,82629.67,0.00007
07:48.0,SELL,82629.66,0.00013
07:48.0,SELL,82629.66,0.00007
07:48.0,SELL,82629.66,0.00007
07:48.0,SELL,82629.24,0.00007
07:48.0,SELL,82629.24,0.00007
07:48.0,SELL,82629.24,0.00007
07:48.0,SELL,82628.76,0.00232
07:48.0,SELL,82628.76,0.00007
07:48.0,SELL,82628.44,0.00009
07:48.0,SELL,82628.44,0.00007
07:48.0,SELL,82628.44,0.00007
07:48.0,SELL,82628.44,0.00007
07:48.0,SELL,82628.44,0.00007
07:48.1,BUY,82628.44,0.0002
07:48.3,BUY,82628.44,0.00008
